Job Title,Job Type,Company Name,Posted Date,Cities,States,Start Date,Duration,Numer of Openings,Late date to apply,Stipend_num
SPECIAL07,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,2022-11-30 00:00:00,Chandauli,Uttar Pradesh,Immediately,6 Months,1,2022-12-09 00:00:00,9000.0
SPECIAL08,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,2022-12-03 00:00:00,Chandauli,Uttar Pradesh,Immediately,12 Months,1,2022-12-12 00:00:00,10000.0
SPECIAL09,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,2022-12-07 00:00:00,Chandauli,Uttar Pradesh,Immediately,12 Months,1,2022-12-19 00:00:00,8000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,2022-12-12 00:00:00,Chandauli,Uttar Pradesh,Immediately,12 Months,1,2022-12-25 00:00:00,10000.0
IEC INTERN,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,2022-12-13 00:00:00,Chandauli,Uttar Pradesh,Immediately,6 Months,1,2022-12-31 00:00:00,6000.0
SANITARY INSPECTOR,Part Time,TMC Srirangapatna,2022-12-15 00:00:00,Srirangapatna,Karnataka,Immediately,12 Months,1,2023-01-07 00:00:00,5000.0
TECHNICAL ASSISTANT FOR HEALTH SECTION  AND ENGINEERING SECTION,Full Time,Town Municipal Council Kadur,2022-12-16 00:00:00,Kadur,Karnataka,Immediately,3 Months,3,2022-12-31 00:00:00,5000.0
HEALTH INSPECTOR INTERN,Full Time,Town Panchayath Kanakagiri,2022-12-16 00:00:00,Kanakagiri,Karnataka,Immediately,6 Months,1,2022-12-31 00:00:00,3000.0
ENVIRONMENT INTERN,Full Time,TP Srirampura,2022-12-16 00:00:00,Mysore,Karnataka,Immediately,2 Months,2,2024-05-31 00:00:00,5000.0
MIS EXPERT FOR SWM,Full Time,"CITY MUNICIPAL COUNCIL,SIRSI",2022-12-16 00:00:00,Sirsi,Karnataka,Immediately,6 Months,1,2024-02-22 00:00:00,5000.0
PROJECT MANAGEMENT,Full Time,K R NAGARA TMC,2022-12-17 00:00:00,Mysore,Karnataka,Immediately,6 Months,2,2023-01-15 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT,Full Time,CITY MUNICIPAL COUNCIL MANDYA,2022-12-19 00:00:00,Mandya,Karnataka,Immediately,12 Months,2,2023-01-20 00:00:00,7000.0
SWACHH  BHARATH MISSION,Full Time,"CITY MUNICIPAL COUNCIL, ARSIKERE",2022-12-21 00:00:00,Arsikere,Karnataka,Immediately,1 Years,3,2024-10-30 00:00:00,7000.0
SANITARY INSPECTOR,Full Time,"City Municipal Council, Nanjangud",2023-01-07 00:00:00,Nanjangud,Karnataka,Immediately,11 Months,1,2023-01-16 00:00:00,7000.0
ASSISTANT FOR JUNIOR ENGINEER SECTION,Full Time,TMC H.D.Kote,2023-01-07 00:00:00,Mysore,Karnataka,Immediately,11 Months,1,2023-01-15 00:00:00,4000.0
ENVIRONMENTAL ASSISTANT ( INTERN),Full Time,K R NAGARA TMC,2023-01-16 00:00:00,Mysore,Karnataka,Immediately,6 Months,2,2023-01-31 00:00:00,5000.0
SBM INTERNSHIP,Full Time,TOWN MUNICIPAL COUNCIL KAMPLI,2023-01-21 00:00:00,Kampli,Karnataka,Immediately,3 Months,1,2023-01-28 00:00:00,4000.0
GRADUATE CIVIL ENGINEER FOR GREY WATER MGMT( TULIP),Full Time,Housing and Urban development Department Odisha,2023-01-29 00:00:00,Bhubaneswar,Odisha,Immediately,12 Months,200,2024-04-02 00:00:00,15000.0
SWACHH BHARAT MISSION INTERNS,Full Time,Saharanpur Smart City ltd.,2023-01-31 00:00:00,Saharanpur,Uttar Pradesh,Immediately,03 Months,10,2023-02-06 00:00:00,8000.0
IEC INTERN,Full Time,NAGAR PALIKA PARISHAD DOIWALA,2023-02-01 00:00:00,Doiwala,Uttarakhand,Immediately,3 Months,4,2023-02-15 00:00:00,5000.0
WASTE MANAGEMENT INTERN,Full Time,Prayagraj Smart City Ltd.,2023-02-07 00:00:00,Allahabad,Uttar Pradesh,Immediately,12 Months,12,2023-02-28 00:00:00,10000.0
SOCIAL DEVELOPMENT OFFICER,Part Time,Malegaon Bk Nagarpanchayat,2023-02-08 00:00:00,Baramati,Maharashtra,Immediately,3 Months,1,2023-02-17 00:00:00,5000.0
ENVIRONMENTAL ASSISTANT ( INTERN),Full Time,K R NAGARA TMC,2023-02-09 00:00:00,Mysore,Karnataka,Immediately,6 Months,2,2023-02-28 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,"City Municipal Council, Nanjangud",2023-02-09 00:00:00,Nanjangud,Karnataka,Immediately,11Months,1,2023-08-31 00:00:00,7000.0
SWM TRAINEE,Part Time,Town Panchayath Nayakanahatti,2023-02-09 00:00:00,Nayakanahatti,Karnataka,Immediately,3 Months,1,2023-02-16 00:00:00,3000.0
SWACCH BHARAT MISSION,Part Time,NAGAR PANCHAYAT PIPRAICH,2023-02-15 00:00:00,Pipraich,Uttar Pradesh,Immediately,8 Weeks,5,2023-02-25 00:00:00,2500.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PANCHAYAT PIPRAICH,2023-02-15 00:00:00,Pipraich,Uttar Pradesh,Immediately,8 Weeks,5,2023-02-21 00:00:00,2500.0
INCRESE COMMUCATION SKILL,Full Time,NAGAR PANCHAYAT SANGRAMPUR URF UNWAL,2023-02-15 00:00:00,Gorakhpur,Uttar Pradesh,Immediately,8 Weeks,3,2023-03-01 00:00:00,2500.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PANCHAYAT CHAUMUKHA CAMPIERGANJ GORAKHPUR,2023-02-16 00:00:00,Gorakhpur,Uttar Pradesh,Immediately,4 Weeks,5,2023-02-25 00:00:00,2000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Mohanlalganj,2023-02-16 00:00:00,Lucknow,Uttar Pradesh,Immediately,3 Months,1,2023-02-17 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar palika Parishad Orai,2023-02-16 00:00:00,Orai,Uttar Pradesh,Immediately,2 MONTH,3,2023-03-20 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Bansgaon,2023-02-16 00:00:00,Gorakhpur,Uttar Pradesh,Immediately,8 Weeks,3,2023-02-27 00:00:00,2000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NP Sahjanwa Gorakhpur,2023-02-16 00:00:00,Gorakhpur,Uttar Pradesh,Immediately,8 Weeks,2,2023-02-25 00:00:00,2500.0
SWACCH BHARAT MISSION,Full Time,NAGAR PANCHYAT MUNDERA BAZAR,2023-02-16 00:00:00,Gorakhpur,Uttar Pradesh,Immediately,8 Weeks,1,2023-02-25 00:00:00,5000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,TOWN MUNICIPAL COUNCIL ATTIBELE,2023-02-16 00:00:00,Bangalore,Karnataka,Immediately,3 Months,3,2023-03-04 00:00:00,4000.0
SWACHH BHARAT MISSION INTERNS,Full Time,NP Sidhpura,2023-02-17 00:00:00,Sidhpura,Uttar Pradesh,Immediately,4 Weeks,5,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar panchyat Mohanpur,2023-02-17 00:00:00,Kasganj,Uttar Pradesh,Immediately,5 Weeks,5,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT SAHAWAR KASGANJ,2023-02-17 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,5,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD SORON,2023-02-17 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,10,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Palika Parishad Kasganj,2023-02-17 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,25,2024-02-26 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Gola Bazar,2023-02-20 00:00:00,Gorakhpur,Uttar Pradesh,Immediately,8 Weeks,2,2023-02-28 00:00:00,2500.0
INTERNS FOR ASSISTING IN SANITATION SWACHH BHARAT MISSION (URBAN),Full Time,MUNICIPAL COUNCIL UNA,2023-02-21 00:00:00,Una,Himachal Pradesh,Immediately,6 Months,1,2023-03-02 00:00:00,7000.0
SBM TRAINE,Full Time,Town Panchayat Raibag,2023-02-21 00:00:00,Raibag,Karnataka,Immediately,12 Months,2,2023-03-15 00:00:00,2500.0
SBM TRAINIE,Part Time,Town Panchayath Nayakanahatti,2023-02-21 00:00:00,Nayakanahatti,Karnataka,Immediately,1 Months,1,2023-02-28 00:00:00,3000.0
HEALTH INSPECTOR INTERN,Full Time,TOWN PANCHAYAT SHEDBAL,2023-02-21 00:00:00,Shedbal,Karnataka,Immediately,12 Months,1,2023-03-15 00:00:00,2500.0
SBM TRAINIE,Full Time,TMC KONNUR,2023-02-21 00:00:00,Konnur,Karnataka,Immediately,12 Months,2,2023-03-15 00:00:00,5000.0
HEALTH INSPECTOR INTERN,Full Time,Town Panchayat Peeranwadi,2023-02-21 00:00:00,Belagavi,Karnataka,Immediately,12 Months,2,2023-03-15 00:00:00,3000.0
HEALTH INSPECTOR INTERN,Full Time,TPAINAPUR,2023-02-21 00:00:00,Ainapur,Karnataka,Immediately,12 Months,1,2023-03-15 00:00:00,3000.0
HEALTH INSPECTOR INTERN,Full Time,Town Municipal Council Athani,2023-02-21 00:00:00,Athani,Karnataka,Immediately,12 Months,1,2023-10-10 00:00:00,3000.0
SBM INTERNSHIP,Full Time,CITY MUNICIPAL COUNCIL CHICKBALLAPUR,2023-02-22 00:00:00,Chikkaballapur,Karnataka,Immediately,6 Months,2,2023-03-11 00:00:00,8000.0
SWM TRAINEE,Part Time,TOWN PANCHAYATH MOLAKALMURU,2023-02-22 00:00:00,Molkalmuru,Karnataka,Immediately,1 Months,2,2023-03-08 00:00:00,3000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Amanpur,2023-02-23 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,5,2023-04-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Bilram,2023-02-23 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,5,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Palika Parishad Ganjdundwara,2023-02-23 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,10,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT PATIYALI,2023-02-23 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,5,2023-04-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT BHARGAIN,2023-02-23 00:00:00,Kasganj,Uttar Pradesh,Immediately,4 Weeks,5,2023-04-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD JALAUN,2023-02-24 00:00:00,Jalaun,Uttar Pradesh,Immediately,1 Months,4,2023-05-25 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika Parishad Khalilabad,2023-02-24 00:00:00,Kalilabad,Uttar Pradesh,Immediately,2 Months,5,2023-05-10 00:00:00,5500.0
SWACHH BHARAT MISSION INTERNS,Full Time,Municipal Corporation Mathura Vrindavan,2023-02-24 00:00:00,Mathura,Uttar Pradesh,Immediately,2 Months,20,2023-05-24 00:00:00,5000.0
ASSISTANT TO JUNIOR HEALTH INSPECTOR,Full Time,TOWN PANCHAYAT CHINCHALI,2023-02-24 00:00:00,Chinchali,Karnataka,Immediately,12 Months,1,2023-04-15 00:00:00,2500.0
SWACHH  BHARATH MISSION,Full Time,Saharanpur Smart City ltd.,2023-02-25 00:00:00,Saharanpur,Uttar Pradesh,Immediately,3 Months,6,2023-04-10 00:00:00,8000.0
INTERNSHIP IN OFFICE MANAGEMENT,Full Time,Jhansi Nagar Nigam,2023-02-25 00:00:00,Jhansi,Uttar Pradesh,Immediately,2 Months,2,2023-03-01 00:00:00,5000.0
INTERNSHIP IN PHOTO AND VIDEO EDITING,Full Time,Jhansi Nagar Nigam,2023-02-25 00:00:00,Jhansi,Uttar Pradesh,Immediately,2 Months,4,2023-03-01 00:00:00,5000.0
INTERNSHIP IN INFORMATION TECHNOLOGY,Full Time,Jhansi Nagar Nigam,2023-02-25 00:00:00,Jhansi,Uttar Pradesh,Immediately,2 Months,2,2023-03-01 00:00:00,5000.0
INTERNSHIP IN PR (EVENT COORDINATOR),Full Time,Jhansi Nagar Nigam,2023-02-25 00:00:00,Jhansi,Uttar Pradesh,Immediately,2 Months,4,2023-03-01 00:00:00,5000.0
SURVEY WORK FOR SBM PROJECT,Full Time,Jhansi Nagar Nigam,2023-02-25 00:00:00,Jhansi,Uttar Pradesh,Immediately,2 Months,4,2023-03-01 00:00:00,5000.0
INTERNSHIP IN CONTENT WRITING HINDI AND ENGLISH,Full Time,Jhansi Nagar Nigam,2023-02-25 00:00:00,Jhansi,Uttar Pradesh,Immediately,2 Months,2,2023-03-01 00:00:00,5000.0
INTERN DATA ANALYST(BE/BSC/BA IT/CS/STATISTICS),Full Time,NAGAR PALIKA PARISHAD JAUNPUR,2023-02-25 00:00:00,Jaunpur,Uttar Pradesh,Immediately,01 Months,2,2023-03-06 00:00:00,5000.0
INTERNS IN MANEGMENT TRAINEE IN SBM 2.0,Full Time,NAGAR PALIKA PARISHAD JAUNPUR,2023-02-25 00:00:00,Jaunpur,Uttar Pradesh,Immediately,01 Months,2,2023-03-06 00:00:00,5000.0
INTERNS IN TECHNICAL LERNER IN SBM 2.0,Full Time,NAGAR PALIKA PARISHAD JAUNPUR,2023-02-25 00:00:00,Jaunpur,Uttar Pradesh,Immediately,01 Months,1,2023-03-16 00:00:00,5000.0
INTERNS IN IT SPECIALIST IN SBM 2.0,Full Time,NAGAR PALIKA PARISHAD JAUNPUR,2023-02-25 00:00:00,Jaunpur,Uttar Pradesh,Immediately,01 Months,1,2023-03-16 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PALIKA PARISHAD GONDA,2023-02-27 00:00:00,Gonda,Uttar Pradesh,Immediately,1 Months,15,2023-05-25 00:00:00,5000.0
SOCIAL MEDIA INTERN,Full Time,"Directorate of Urban Local Bodies, UP",2023-02-27 00:00:00,Lucknow,Uttar Pradesh,Immediately,3 Weeks,5,2023-03-06 00:00:00,5000.0
SBM INTERNSHIP,Part Time,NAGAR PANCHAYAT AJHUWA,2023-02-27 00:00:00,Kaushambi,Uttar Pradesh,Immediately,1 Months,3,2023-05-03 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PANCHAYAT GAWAN,2023-02-27 00:00:00,Gawan Sambhal,Uttar Pradesh,Immediately,2 Months,4,2023-04-30 00:00:00,5000.0
SWACHHA BHARAT MISSION,Part Time,TOWN PANCHAYAT KAMATAGI,2023-02-27 00:00:00,Kamatagi,Karnataka,Immediately,2 Months,2,2023-07-18 00:00:00,10000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,"NAGAR PANCHAYAT KADAURA ,DISTRICT JALAUN",2023-02-27 00:00:00,Jalaun,Uttar Pradesh,Immediately,1 Months,2,2023-03-15 00:00:00,5000.0
COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,PHULPUR NAGAR PANCHAYAT,2023-03-01 00:00:00,Phulpur Prayagraj,Uttar Pradesh,Immediately,2 Months,15,2023-05-31 00:00:00,5000.0
INTERNSHIP FOR SWACHH BHARAT MISSION,Full Time,Jhansi Nagar Nigam,2023-03-02 00:00:00,Jhansi,Uttar Pradesh,Immediately,5 Months,10,2023-03-10 00:00:00,10000.0
SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Jhansi Nagar Nigam,2023-03-02 00:00:00,Jhansi,Uttar Pradesh,Immediately,5 Months,2,2023-03-10 00:00:00,10000.0
SWACHH BHARAT MISSION INTERNS,Full Time,Jhansi Nagar Nigam,2023-03-02 00:00:00,Jhansi,Uttar Pradesh,Immediately,5 Months,1,2023-03-31 00:00:00,10000.0
SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Sambhal,2023-03-02 00:00:00,Sambhal,Uttar Pradesh,Immediately,3 Months,10,2023-05-31 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Sirsi,2023-03-02 00:00:00,Sirsi,Uttar Pradesh,Immediately,2 Months,2,2023-05-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT BISKOHAR,2023-03-03 00:00:00,Siddharthnagar,Uttar Pradesh,Immediately,8 Weeks,2,2023-10-03 00:00:00,5000.0
IEC INTERN,Full Time,NAGAR PALIKA SIDDHARTHNAGAR,2023-03-03 00:00:00,Siddharthnagar,Uttar Pradesh,Immediately,8 Weeks,2,2023-04-25 00:00:00,5000.0
IEC INTERN,Full Time,Nagar Panchayat Domariyaganj,2023-03-03 00:00:00,Domariyaganj,Uttar Pradesh,Immediately,8 Weeks,2,2023-04-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Umari (Jalaun),2023-03-03 00:00:00,Jalaun,Uttar Pradesh,Immediately,1 Months,2,2023-03-15 00:00:00,5000.0
SOLID WASTE MANAGEMENT TRAINEE,Part Time,Nagar Palika Parishad Hamirpur,2023-03-04 00:00:00,Hamirpur,Uttar Pradesh,Immediately,1 Months,2,2023-03-20 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,"NAGAR PALIKA PARISHAD, KALPI, DISTRICT-JALAUN",2023-03-04 00:00:00,Kalpi,Uttar Pradesh,Immediately,2 Months,3,2023-03-15 00:00:00,5000.0
SWACCH BHARAT MISSION,Part Time,NAGAR PALIKA PARISHAD RUDAULI AYODHYA,2023-03-04 00:00:00,Faizabad,Uttar Pradesh,Immediately,-1 Months,2,2023-03-20 00:00:00,1000.0
PLANNING INTERN,Full Time,Kanpur Municipal Corporation,2023-03-07 00:00:00,Kanpur,Uttar Pradesh,Immediately,3 Months,2,2023-04-10 00:00:00,5000.0
URBAN PLANNING INCLUDING TOWN PLANNING,Part Time,Nagar Nigam Lucknow,2023-03-13 00:00:00,Lucknow,Uttar Pradesh,Immediately,2 Months,10,2023-04-05 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,nagar panchayat rampura,2023-03-13 00:00:00,Jalaun,Uttar Pradesh,Immediately,2 Months,2,2023-03-15 00:00:00,5000.0
SOLID WASTE MANAGEMENT TRAINEE,Part Time,NAGAR PANCHAYAT KURARA,2023-03-13 00:00:00,Kurara,Uttar Pradesh,Immediately,1 Months,2,2023-03-29 00:00:00,5000.0
SWACCH BHARAT MISSION,Part Time,Nagar Panchayat Bikapur Ayodhya,2023-03-13 00:00:00,Bikapur,Uttar Pradesh,Immediately,1 Months,2,2023-03-31 00:00:00,1000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Bhadarsa Ayodhya,2023-03-13 00:00:00,Faizabad,Uttar Pradesh,Immediately,1 year,2,2024-08-25 00:00:00,5000.0
SBM INTERNSHIP,Full Time,nagar palika parishad farrukhabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,nagar palika parishad farrukhabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,nagar palika parishad farrukhabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SOLID WASTE MANAGEMENT,Full Time,Ghoshainganj Ayodhya,2023-03-14 00:00:00,Faizabad,Uttar Pradesh,Immediately,1 year,2,2024-07-06 00:00:00,5000.0
"PUBLIC HEALTH, SANITATION CONSERVANCY AND SOLID WASTE MANAGEMENT.",Full Time,Nagar Palika Parishad Ghatampur,2023-03-14 00:00:00,Ghatampur,Uttar Pradesh,Immediately,3 Months,10,2023-05-30 00:00:00,5000.0
SOLID WASTE MANAGEMENT TRAINEE,Part Time,Nagar Palika Parishad Maudaha,2023-03-14 00:00:00,Maudaha Hamirpur,Uttar Pradesh,Immediately,1 Months,7,2023-04-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Madhaugarh,2023-03-14 00:00:00,Jalaun,Uttar Pradesh,Immediately,1 Months,2,2023-03-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,nagar palika parishad farrukhabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,nagar palika parishad farrukhabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Shamsabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-14 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT KAMALGANJ,2023-03-14 00:00:00,Kamalganj,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Shamsabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-14 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT KAMALGANJ,2023-03-14 00:00:00,Kamalganj,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
SOLID WASTE MANAGEMENT TRAINEE,Full Time,NAGAR PALIKA PARISHAD RATH,2023-03-14 00:00:00,Rath,Uttar Pradesh,Immediately,1 Months,2,2023-05-31 00:00:00,5000.0
SBM INTERNSHIP,Full Time,nagar palika parishad farrukhabad,2023-03-14 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHYAT HANDIA PRAYAGRAJ,2023-03-14 00:00:00,Allahabad,Uttar Pradesh,Immediately,1 Months,1,2023-05-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,NAGAR PANCHAYAT MAUAIMA PRAYAGRAJ,2023-03-14 00:00:00,Mauaima,Uttar Pradesh,Immediately,2 Months,1,2023-04-30 00:00:00,5000.0
SOLID WASTE MANAGEMENT TRAINEE,Full Time,Nagar Panchayat Sumerpur,2023-03-14 00:00:00,Sumerpur,Uttar Pradesh,Immediately,01 Months,5,2023-04-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD KAIMGANJ FARRUKHABAD,2023-03-14 00:00:00,Kaimganj,Uttar Pradesh,Immediately,1 Months,1,2023-05-10 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD KAIMGANJ FARRUKHABAD,2023-03-14 00:00:00,Kaimganj,Uttar Pradesh,Immediately,1 Months,1,2023-03-20 00:00:00,5000.0
HEALTH INSPECTOR INTERN,Full Time,city Municipal council chintamani,2023-03-14 00:00:00,Chintamani,Karnataka,Immediately,12 Months,1,2023-06-30 00:00:00,7500.0
INTERN REQUIRED FOR SBM,Full Time,Aligarh Municipal Corporation,2023-03-14 00:00:00,Aligarh,Uttar Pradesh,Immediately,12 Months,1,2023-03-15 00:00:00,1000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHAYAT SIRSA PRAYAGRAJ,2023-03-14 00:00:00,Allahabad,Uttar Pradesh,Immediately,2 Months,1,2023-04-30 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Talbehat,2023-03-14 00:00:00,Lalitpur,Uttar Pradesh,Immediately,3 Months,5,2024-08-24 00:00:00,5000.0
SBM. IC,Virtual Internship,nagar panchayat atraulia azamgarh,2023-03-15 00:00:00,Ataraulia Azamgarh,Uttar Pradesh,Immediately,2 Weeks,5,2023-03-22 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT TULSIPUR,2023-03-15 00:00:00,Balrampur,Uttar Pradesh,Immediately,8 Weeks,3,2023-05-23 00:00:00,5000.0
SWACCH BHARAT MISSION,Full Time,NPP Azamgarh,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,1 Months,4,2023-12-30 00:00:00,5000.0
CLEANLINESS EXPOSURE,Full Time,NAGAR PANCHYAT MAHUL AZAMGARH,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,1 Months,5,2023-03-31 00:00:00,5000.0
SBM. IC,Full Time,NAGAR PANCHAYAT PHOOLPUR,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,1 Months,5,2023-03-31 00:00:00,5000.0
CLEANLINESS EXPOSURE,Full Time,Nagar Panchayat Budhanpur,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,1 Months,5,2023-05-07 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,Nagar Panchayat Azmatgarh,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,1 Months,5,2023-04-30 00:00:00,5000.0
SWM TRAINEE,Full Time,Nagar Palika Parishad Nawabganj,2023-03-15 00:00:00,Barabanki,Uttar Pradesh,Immediately,1 Months,3,2023-05-27 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,NAGAR PANCHAYAT KATGHAR LALGANJ,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,5 Months,5,2023-03-30 00:00:00,5000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION  URBAN,Full Time,NAGAR PANCHAYAT KATGHAR LALGANJ,2023-03-15 00:00:00,Azamgarh,Uttar Pradesh,Immediately,2 Weeks,4,2023-05-05 00:00:00,5000.0
2 MONTH INTERNSHIP IN SWATCHH BHARAT MISSION IN SITAPUR,Part Time,Nagar Palika Parishad Sitapur,2023-03-16 00:00:00,Sitapur,Uttar Pradesh,Immediately,2 Months,10,2023-05-06 00:00:00,5000.0
SBM. IC,Full Time,nagar panchayat nizamabad azamgarh,2023-03-16 00:00:00,Azamgarh,Uttar Pradesh,Immediately,3 Month,7,2023-05-05 00:00:00,500.0
